x1,y1,x2,y2,Class,image
61,225,968,520,43,04353.jpg
95,124,617,401,133,02148.jpg
123,103,392,251,25,03019.jpg
28,86,345,215,70,01921.jpg
34,17,223,94,62,08070.jpg
8,175,793,547,162,06418.jpg
80,185,879,614,132,05466.jpg
31,51,568,357,100,05782.jpg
20,95,615,450,38,04487.jpg
68,95,974,629,79,04346.jpg
38,92,420,241,2,05930.jpg
9,19,196,114,73,03652.jpg
5,119,638,396,171,05635.jpg
13,55,618,435,87,03329.jpg
122,196,512,439,153,00521.jpg
16,59,466,241,44,04812.jpg
47,155,999,581,13,02431.jpg
51,57,590,402,3,01750.jpg
174,243,846,546,114,00824.jpg
130,157,938,537,66,03144.jpg
36,129,471,328,181,03148.jpg
187,132,453,346,135,04508.jpg
1,143,489,373,92,07656.jpg
23,59,386,247,35,03951.jpg
7,20,634,298,194,00285.jpg
41,81,629,410,111,00741.jpg
1,2,476,415,171,07919.jpg
67,361,1861,1057,105,02626.jpg
49,43,212,153,116,01914.jpg
73,71,599,411,111,04925.jpg
32,109,575,267,10,01148.jpg
18,31,556,407,186,03090.jpg
45,81,578,397,113,01790.jpg
9,11,824,489,184,04655.jpg
128,194,519,407,75,06864.jpg
54,74,1391,934,192,07890.jpg
32,36,437,272,23,06616.jpg
67,44,523,393,94,07465.jpg
122,78,537,383,64,02862.jpg
170,93,524,345,100,03196.jpg
72,32,547,419,89,03837.jpg
35,85,996,626,176,06492.jpg
6,49,709,475,49,06377.jpg
19,30,393,276,113,06133.jpg
18,34,255,182,131,00571.jpg
227,308,1135,633,150,07281.jpg
28,71,411,278,117,04571.jpg
44,38,548,463,98,03058.jpg
19,96,615,416,67,06165.jpg
11,99,427,229,15,07103.jpg
47,69,218,171,76,02879.jpg
54,44,578,401,133,05137.jpg
16,119,410,244,36,02774.jpg
13,33,607,423,43,07458.jpg
9,17,281,172,122,01454.jpg
168,92,333,305,166,00330.jpg
106,152,928,618,127,02554.jpg
45,241,990,556,51,01519.jpg
111,68,393,309,47,00886.jpg
8,53,247,137,107,06290.jpg
20,61,588,376,104,06098.jpg
1,35,180,156,116,07023.jpg
48,13,499,345,142,04426.jpg
286,178,1001,554,26,05710.jpg
118,140,364,303,52,01811.jpg
21,34,482,285,24,04580.jpg
176,212,498,395,102,04988.jpg
87,77,545,362,84,06097.jpg
99,346,1421,951,13,06570.jpg
102,211,786,485,7,04825.jpg
8,26,442,313,67,05034.jpg
42,64,267,195,23,06956.jpg
130,150,1145,699,33,02975.jpg
55,16,499,280,82,06901.jpg
18,86,571,324,35,03288.jpg
13,42,497,366,148,01861.jpg
23,78,383,254,73,01042.jpg
66,70,872,501,182,06235.jpg
155,73,489,238,104,01101.jpg
50,93,696,403,49,01604.jpg
42,28,226,189,177,07623.jpg
193,209,1347,875,167,03124.jpg
18,122,955,648,94,05847.jpg
30,106,599,340,184,06965.jpg
9,1,152,103,1,04874.jpg
47,21,620,382,191,03438.jpg
3,1,122,96,174,07839.jpg
131,264,470,434,107,01979.jpg
14,97,493,359,93,01058.jpg
190,167,581,383,46,05049.jpg
217,565,1366,979,112,04521.jpg
20,110,415,294,148,02024.jpg
140,175,492,411,154,01396.jpg
142,69,753,451,177,00048.jpg
284,291,1247,732,194,07067.jpg
81,157,862,599,167,04071.jpg
14,135,374,268,34,01807.jpg
60,111,760,520,192,01379.jpg
21,56,623,376,117,07955.jpg
8,66,249,164,188,05956.jpg
69,36,259,155,161,01369.jpg
30,57,400,309,124,02049.jpg
52,6,759,513,180,00111.jpg
43,104,550,299,16,04191.jpg
37,97,265,182,62,01199.jpg
37,7,351,250,100,06289.jpg
21,164,607,359,61,06618.jpg
34,112,961,686,121,04188.jpg
358,366,1300,860,103,06003.jpg
95,120,581,336,97,06903.jpg
667,274,3686,2221,176,05537.jpg
26,49,289,186,95,04425.jpg
27,33,608,381,139,06877.jpg
68,87,909,631,121,06749.jpg
103,356,882,721,81,04015.jpg
7,82,648,417,84,03415.jpg
72,98,565,404,58,06307.jpg
151,44,485,422,88,06134.jpg
118,128,462,266,55,05249.jpg
81,107,660,431,189,06390.jpg
72,16,415,286,174,02815.jpg
17,158,779,462,194,01431.jpg
50,37,308,210,123,00619.jpg
10,22,488,280,125,06875.jpg
48,24,441,202,1,00946.jpg
60,129,604,377,51,06588.jpg
11,15,989,658,145,01173.jpg
117,181,684,537,147,07771.jpg
23,91,620,373,77,04512.jpg
49,59,591,273,35,01675.jpg
35,119,766,460,121,08063.jpg
8,103,620,368,118,01882.jpg
25,64,633,401,77,04049.jpg
73,94,286,175,19,05408.jpg
83,148,562,363,22,05426.jpg
160,332,1112,708,164,07688.jpg
37,36,609,376,129,00699.jpg
103,292,1495,845,90,01212.jpg
24,187,586,483,25,01092.jpg
17,15,200,126,123,07069.jpg
61,47,500,320,195,07369.jpg
48,31,226,164,95,07447.jpg
26,61,508,342,120,00173.jpg
3,40,271,157,56,03602.jpg
64,153,614,528,16,05924.jpg
68,122,498,335,52,06550.jpg
23,124,553,413,81,06084.jpg
52,72,333,284,157,07717.jpg
25,189,617,386,61,05833.jpg
28,8,498,342,27,07144.jpg
42,81,765,507,82,02662.jpg
14,54,481,323,117,07843.jpg
11,89,644,415,49,00439.jpg
31,12,421,209,189,01315.jpg
12,62,310,181,60,06917.jpg
35,162,624,456,184,01985.jpg
61,138,768,526,112,08128.jpg
5,150,796,444,50,03553.jpg
180,48,805,460,47,07940.jpg
31,66,619,425,29,00664.jpg
1,168,948,503,74,07852.jpg
5,5,92,62,123,02428.jpg
15,129,440,355,173,05761.jpg
33,1,183,193,151,01586.jpg
15,36,629,291,31,01775.jpg
71,124,968,569,41,03455.jpg
39,43,148,125,161,06081.jpg
23,31,238,140,70,04163.jpg
7,42,636,402,35,03835.jpg
13,9,294,181,186,04314.jpg
48,9,610,247,17,01782.jpg
10,54,374,212,40,08124.jpg
11,34,217,140,100,00677.jpg
46,86,557,287,6,06660.jpg
42,79,613,480,154,02090.jpg
127,148,1444,931,182,07403.jpg
68,398,634,603,168,05467.jpg
182,124,477,325,96,04541.jpg
80,89,555,403,89,07485.jpg
14,60,402,300,128,00363.jpg
21,77,262,167,84,06468.jpg
49,73,272,241,157,04935.jpg
32,41,614,440,119,02818.jpg
333,281,2021,1485,192,07551.jpg
41,35,606,269,50,04642.jpg
39,66,376,298,111,04066.jpg
3,2,574,429,98,03084.jpg
63,105,597,420,78,02637.jpg
70,58,253,141,51,02433.jpg
11,30,249,165,27,07805.jpg
5,169,799,506,79,05178.jpg
96,73,559,399,8,04942.jpg
40,81,394,227,67,03352.jpg
16,109,981,694,170,04183.jpg
64,153,818,423,140,00649.jpg
30,114,867,413,56,06355.jpg
99,118,930,589,57,03733.jpg
1,2,259,190,107,07270.jpg
75,260,923,593,153,01183.jpg
520,373,1582,1043,29,00566.jpg
102,217,1218,739,26,07574.jpg
19,39,275,161,105,03563.jpg
51,118,465,360,122,07776.jpg
142,351,1438,975,145,03586.jpg
182,153,593,357,140,05827.jpg
117,15,723,513,184,00557.jpg
29,20,509,224,68,06066.jpg
24,132,1021,734,81,00496.jpg
155,59,532,361,35,00792.jpg
25,140,537,329,15,03215.jpg
27,73,555,330,195,04534.jpg
55,64,563,409,133,07434.jpg
29,62,509,288,126,00484.jpg
89,129,532,412,177,02263.jpg
40,51,538,326,29,05255.jpg
18,118,325,221,72,04539.jpg
50,122,589,338,127,00309.jpg
129,74,797,451,148,04391.jpg
25,56,450,316,5,03127.jpg
20,76,898,612,138,00911.jpg
9,1,799,501,57,06886.jpg
13,62,288,175,37,06075.jpg
22,64,380,264,84,07645.jpg
38,129,1765,1002,127,03202.jpg
6,21,318,140,142,00652.jpg
34,14,1005,658,147,06753.jpg
93,108,519,332,178,07372.jpg
72,1,578,349,73,03216.jpg
223,87,1111,670,154,00035.jpg
60,283,926,619,157,05652.jpg
19,68,606,384,68,06459.jpg
41,95,607,379,118,02496.jpg
6,119,494,276,39,01916.jpg
123,291,929,587,126,05339.jpg
13,136,626,380,80,06959.jpg
110,101,519,323,42,04126.jpg
33,73,545,377,125,04481.jpg
49,83,1073,765,140,01204.jpg
37,53,982,725,20,03412.jpg
19,18,254,198,189,01699.jpg
44,29,187,133,95,01260.jpg
61,158,535,350,155,04554.jpg
47,76,556,375,149,02366.jpg
50,137,583,395,179,06958.jpg
20,27,613,413,196,07500.jpg
53,115,565,380,187,00465.jpg
5,14,93,58,1,05224.jpg
13,170,612,413,50,07892.jpg
43,114,486,253,38,05094.jpg
60,41,365,169,181,02255.jpg
42,102,632,353,72,04009.jpg
19,61,222,139,141,06936.jpg
42,103,618,411,104,05289.jpg
26,20,251,163,131,03667.jpg
16,207,556,420,22,03595.jpg
193,196,1372,1075,191,00950.jpg
73,221,581,409,187,03623.jpg
33,33,605,376,78,07074.jpg
22,82,988,533,79,06944.jpg
44,161,615,471,133,03598.jpg
81,258,717,465,45,01077.jpg
44,51,253,144,97,08112.jpg
23,102,408,265,139,00794.jpg
23,113,617,367,117,02166.jpg
27,32,252,168,113,06463.jpg
128,191,894,744,83,03460.jpg
110,64,1036,677,89,05716.jpg
38,66,548,385,176,00162.jpg
16,50,418,310,52,07853.jpg
66,123,523,395,191,03141.jpg
21,20,281,167,152,06251.jpg
55,88,540,325,41,06326.jpg
94,94,2407,1422,40,01610.jpg
49,114,577,367,117,00811.jpg
72,227,455,360,153,07571.jpg
43,49,266,176,82,02023.jpg
29,33,243,153,25,05075.jpg
20,35,406,236,57,01316.jpg
28,236,872,590,56,02836.jpg
45,132,533,401,110,03643.jpg
199,192,908,617,193,01112.jpg
191,145,760,614,144,02745.jpg
87,28,508,412,85,03646.jpg
230,218,864,498,161,06504.jpg
70,15,886,571,60,03236.jpg
116,122,969,621,159,07928.jpg
14,32,263,190,42,07754.jpg
34,112,402,332,176,03914.jpg
152,167,1095,681,139,02665.jpg
53,102,398,234,15,02625.jpg
32,93,250,184,39,01324.jpg
74,62,490,370,41,05928.jpg
1,13,113,83,1,07279.jpg
17,47,252,177,68,07784.jpg
151,169,573,425,21,00561.jpg
56,50,1229,660,165,05452.jpg
63,105,396,353,12,04497.jpg
32,61,628,398,69,06541.jpg
110,149,1503,1079,145,07753.jpg
47,74,595,352,168,05504.jpg
29,181,582,398,85,04170.jpg
12,58,591,302,171,06135.jpg
41,97,608,392,47,01968.jpg
4,73,480,238,92,06962.jpg
32,78,205,173,165,03633.jpg
10,117,456,330,161,06399.jpg
20,195,734,439,122,01655.jpg
29,141,749,397,22,07039.jpg
27,44,485,304,110,07390.jpg
3,53,419,259,69,06456.jpg
1,59,400,240,155,07710.jpg
7,28,249,180,70,04625.jpg
80,35,450,360,154,06042.jpg
43,15,248,154,8,03523.jpg
17,35,234,167,82,00814.jpg
27,42,589,301,158,05316.jpg
221,136,425,226,46,04401.jpg
176,118,486,313,101,01150.jpg
18,18,328,190,1,04544.jpg
1,550,2320,2506,168,02069.jpg
18,17,256,194,116,04842.jpg
32,80,615,421,168,07510.jpg
24,18,627,434,149,08001.jpg
118,204,709,397,134,03893.jpg
120,608,1925,1249,24,03842.jpg
30,209,1014,589,60,01071.jpg
30,56,619,395,159,00730.jpg
41,60,410,295,54,06305.jpg
89,137,524,335,31,05156.jpg
7,108,339,233,161,07798.jpg
47,55,394,251,39,03676.jpg
12,36,254,170,14,03804.jpg
17,87,635,468,186,01843.jpg
12,41,652,341,133,00625.jpg
101,63,607,451,64,07498.jpg
51,105,579,335,50,00253.jpg
126,118,768,538,148,01441.jpg
101,120,944,685,183,05234.jpg
16,1,271,182,28,07262.jpg
207,313,1433,969,12,02885.jpg
62,98,583,416,119,08056.jpg
19,105,448,272,118,05319.jpg
33,32,1079,696,58,02821.jpg
67,74,558,404,98,07576.jpg
150,119,481,368,176,02587.jpg
260,498,1700,1030,137,00685.jpg
15,18,788,417,83,06551.jpg
37,77,582,342,3,00740.jpg
14,110,619,432,53,04154.jpg
196,159,739,529,25,04475.jpg
272,358,1043,949,167,03042.jpg
11,53,1001,702,43,03245.jpg
42,163,725,382,103,00784.jpg
2,1,259,194,70,01967.jpg
22,25,454,304,186,07424.jpg
179,549,1004,879,102,06558.jpg
241,66,701,254,182,05620.jpg
73,69,552,393,129,02978.jpg
72,156,500,322,137,02342.jpg
29,107,800,525,70,04678.jpg
14,199,625,398,128,02908.jpg
36,24,226,172,88,07342.jpg
52,47,586,260,14,00411.jpg
78,111,589,392,155,03381.jpg
754,210,1401,679,148,03474.jpg
178,214,901,658,1,01661.jpg
65,37,578,360,51,00098.jpg
8,17,388,287,135,00819.jpg
73,1,487,343,166,07857.jpg
5,32,588,340,20,00681.jpg
56,157,590,422,23,06475.jpg
32,72,591,386,61,00745.jpg
137,38,581,381,120,03697.jpg
13,8,255,169,65,04653.jpg
35,11,576,267,193,03880.jpg
22,24,378,170,53,01751.jpg
9,32,253,161,188,01337.jpg
232,318,803,510,36,02681.jpg
32,125,762,503,20,03367.jpg
56,83,425,255,189,05484.jpg
21,39,268,156,97,04485.jpg
6,87,256,194,53,07974.jpg
68,183,549,349,179,06769.jpg
49,67,362,245,177,00298.jpg
17,27,258,194,116,04122.jpg
2,63,625,402,61,05179.jpg
65,66,386,270,148,01769.jpg
160,175,923,623,124,00477.jpg
78,153,594,421,4,07916.jpg
233,98,678,368,72,02884.jpg
3,70,622,379,171,03949.jpg
28,93,1011,675,170,00355.jpg
40,43,988,701,131,01693.jpg
69,61,451,302,56,05660.jpg
2,5,298,162,42,00146.jpg
8,67,620,268,101,03562.jpg
51,99,595,382,49,02450.jpg
8,100,430,257,138,06065.jpg
29,91,482,454,95,01258.jpg
6,128,448,341,194,01814.jpg
37,14,358,288,121,00491.jpg
59,52,247,155,136,00680.jpg
21,4,495,341,99,07412.jpg
14,5,246,188,113,00832.jpg
30,119,508,313,55,05499.jpg
47,87,973,589,138,03456.jpg
95,67,663,370,145,07227.jpg
37,67,617,437,178,00448.jpg
7,39,295,160,56,07876.jpg
29,88,1457,681,28,07155.jpg
38,31,180,112,123,01760.jpg
141,126,646,400,143,07593.jpg
55,206,1240,640,150,07596.jpg
78,289,669,633,196,07846.jpg
10,7,964,491,81,03331.jpg
91,455,1801,1128,27,03990.jpg
127,123,503,299,98,06327.jpg
168,376,1929,1098,110,07159.jpg
126,98,822,572,125,02482.jpg
19,156,619,327,102,04430.jpg
21,28,244,162,171,05711.jpg
16,13,600,408,191,07092.jpg
10,6,250,110,1,08011.jpg
11,27,289,141,35,07366.jpg
50,48,591,384,126,01332.jpg
135,247,541,447,187,03531.jpg
10,12,783,437,35,07896.jpg
92,185,398,346,135,07215.jpg
28,65,345,245,102,05345.jpg
45,83,590,452,65,03581.jpg
66,339,1756,1429,94,07057.jpg
16,67,421,249,40,06128.jpg
187,205,545,369,103,06995.jpg
34,72,919,554,94,07332.jpg
28,8,183,138,143,02187.jpg
40,19,599,402,178,06213.jpg
61,58,335,236,39,02234.jpg
226,97,1378,848,192,02997.jpg
18,12,251,183,131,05044.jpg
590,243,1455,829,168,03200.jpg
24,172,1005,587,133,01257.jpg
246,339,1215,788,93,01576.jpg
207,111,836,430,154,01602.jpg
120,130,475,312,34,01443.jpg
42,60,265,153,141,07063.jpg
9,36,293,180,5,03511.jpg
9,30,251,169,51,00795.jpg
99,135,931,613,96,06190.jpg
17,87,615,397,69,07019.jpg
37,126,596,357,103,03963.jpg
135,36,1181,885,140,00145.jpg
42,96,612,353,6,02919.jpg
20,121,656,370,126,05895.jpg
129,75,654,422,143,00191.jpg
39,89,457,334,5,01392.jpg
329,72,823,341,119,04647.jpg
42,47,292,192,37,01892.jpg
6,17,297,179,31,06892.jpg
6,87,210,164,30,04769.jpg
9,42,581,395,172,02315.jpg
45,181,2582,1848,75,02079.jpg
3,47,296,183,3,01214.jpg
15,46,290,207,131,04974.jpg
25,96,637,399,74,01694.jpg
143,91,556,370,124,01834.jpg
25,87,617,393,94,05799.jpg
126,129,576,377,92,03833.jpg
12,17,271,284,100,01660.jpg
69,99,582,368,109,06963.jpg
2,56,199,138,39,05346.jpg
82,42,254,159,95,01701.jpg
26,109,611,384,82,04489.jpg
20,74,562,370,121,03134.jpg
38,74,326,205,28,00870.jpg
212,192,578,332,103,01937.jpg
35,105,598,351,10,06771.jpg
41,49,244,176,62,00328.jpg
41,75,464,266,154,01243.jpg
56,237,960,611,96,02472.jpg
28,28,378,239,84,01704.jpg
25,33,483,243,105,04262.jpg
69,99,760,516,75,02842.jpg
55,167,769,406,194,05169.jpg
54,58,596,435,87,06000.jpg
18,50,280,162,171,00434.jpg
32,48,272,196,22,01151.jpg
85,318,1223,863,194,00426.jpg
13,15,474,327,60,02746.jpg
337,375,1116,745,7,06269.jpg
15,116,445,365,85,03252.jpg
5,37,280,157,27,01838.jpg
4,55,494,365,146,00382.jpg
22,64,2159,1050,18,05645.jpg
68,120,433,330,124,01999.jpg
99,72,919,604,96,05662.jpg
105,144,654,402,50,04020.jpg
13,63,305,179,35,07286.jpg
63,89,616,448,33,03677.jpg
126,234,809,509,167,01106.jpg
426,596,2286,1416,89,03630.jpg
2,15,160,92,152,07467.jpg
34,315,1832,905,140,00472.jpg
249,129,699,394,50,00943.jpg
6,3,158,77,17,01502.jpg
16,28,418,239,20,05986.jpg
8,94,285,200,84,02611.jpg
14,11,639,412,48,05992.jpg
87,99,603,381,34,04594.jpg
104,325,1180,776,170,02163.jpg
15,166,488,383,43,01929.jpg
50,72,558,419,196,02737.jpg
51,73,606,329,140,07760.jpg
17,20,265,162,110,01448.jpg
24,138,617,358,59,05191.jpg
133,73,806,251,10,00292.jpg
50,83,394,268,38,04782.jpg
13,29,239,174,37,00164.jpg
30,65,545,506,125,03481.jpg
1,11,101,84,88,00502.jpg
25,44,559,273,7,05077.jpg
12,39,265,142,16,04893.jpg
33,56,408,294,186,00599.jpg
24,98,590,343,73,07809.jpg
166,83,807,520,43,03480.jpg
16,64,300,209,18,07493.jpg
18,77,565,439,32,04060.jpg
14,67,612,443,81,01556.jpg
30,69,763,374,172,05475.jpg
80,134,708,456,11,04166.jpg
8,37,639,474,85,07170.jpg
107,562,1913,1203,96,04209.jpg
175,330,928,647,101,00063.jpg
109,118,550,304,105,06264.jpg
26,64,235,185,113,05115.jpg
41,128,915,577,133,07250.jpg
9,40,268,142,53,03647.jpg
57,71,710,501,90,01137.jpg
10,1,292,213,32,07311.jpg
67,482,638,901,23,03472.jpg
283,298,1405,979,3,07175.jpg
52,36,247,189,121,00301.jpg
331,352,1327,1102,117,02834.jpg
127,627,1993,1308,69,01074.jpg
9,26,617,445,85,04462.jpg
55,95,600,410,69,01884.jpg
19,72,624,397,71,00114.jpg
31,41,178,97,105,02972.jpg
45,131,276,259,42,07157.jpg
40,244,1144,637,21,06230.jpg
19,34,258,171,189,05894.jpg
18,135,468,314,181,06440.jpg
15,152,587,447,189,03937.jpg
14,81,615,420,172,03334.jpg
74,23,874,660,141,03747.jpg
57,116,471,249,39,01138.jpg
15,330,1268,716,173,02924.jpg
13,16,491,267,159,05823.jpg
15,50,385,295,115,06760.jpg
97,104,285,210,134,06733.jpg
1,16,120,94,174,04306.jpg
43,117,561,278,59,04218.jpg
10,37,312,202,109,03552.jpg
17,71,227,175,21,06793.jpg
154,277,1453,979,85,01903.jpg
38,75,380,193,40,02000.jpg
81,171,582,452,115,01855.jpg
15,46,575,415,24,01195.jpg
141,61,880,715,184,07819.jpg
19,123,618,354,14,01210.jpg
23,118,608,349,138,06562.jpg
2,46,316,213,85,04903.jpg
45,89,610,426,148,07641.jpg
26,31,381,251,130,04503.jpg
37,147,973,638,50,02606.jpg
214,110,660,403,142,00040.jpg
187,270,1103,735,140,07348.jpg
3,56,253,167,72,04943.jpg
21,53,201,136,174,02685.jpg
95,161,543,368,143,00130.jpg
42,92,588,288,185,06168.jpg
57,164,1005,504,171,07791.jpg
1,5,639,480,179,06240.jpg
95,84,612,391,114,02112.jpg
11,192,555,373,128,04145.jpg
47,89,690,441,114,00715.jpg
2,6,546,298,180,00327.jpg
42,33,390,276,155,08069.jpg
45,55,530,308,38,00337.jpg
47,46,524,306,49,05912.jpg
129,89,594,432,111,00067.jpg
55,22,593,399,149,05149.jpg
18,59,389,264,17,02600.jpg
10,34,242,126,2,05261.jpg
35,105,595,411,172,04028.jpg
11,56,613,297,9,03828.jpg
189,198,756,468,7,05349.jpg
5,73,280,221,16,02728.jpg
67,56,606,427,89,05291.jpg
12,43,133,98,17,03985.jpg
52,105,432,327,90,04420.jpg
1,49,295,165,108,03735.jpg
72,210,978,665,20,01123.jpg
51,77,2462,1622,145,04226.jpg
1,27,799,600,57,02667.jpg
24,83,253,176,155,07129.jpg
24,216,1021,654,97,04914.jpg
14,28,225,150,82,01638.jpg
33,105,410,284,37,05897.jpg
22,177,960,618,106,04597.jpg
2,57,625,391,74,02859.jpg
43,96,265,160,59,03499.jpg
17,121,555,384,68,00779.jpg
19,54,383,253,74,01430.jpg
34,38,276,182,77,04227.jpg
224,118,519,300,184,01479.jpg
51,110,512,342,94,07615.jpg
130,282,1425,900,56,00138.jpg
176,82,898,615,93,05497.jpg
45,247,864,642,92,04616.jpg
31,105,250,205,38,05852.jpg
1,167,645,445,55,04979.jpg
21,195,588,478,101,06648.jpg
3,43,259,178,82,06220.jpg
50,254,700,491,36,03014.jpg
147,156,721,496,195,02780.jpg
34,41,624,411,125,06407.jpg
37,74,994,615,90,05723.jpg
268,152,794,362,11,04427.jpg
58,120,462,278,102,02861.jpg
26,49,591,432,184,07929.jpg
29,40,418,319,100,05051.jpg
140,61,482,283,35,03399.jpg
20,13,301,113,69,00645.jpg
162,101,641,435,154,06069.jpg
10,67,528,352,52,06345.jpg
24,114,618,366,65,04713.jpg
72,13,1021,610,179,06397.jpg
66,39,576,446,89,03187.jpg
224,89,1114,688,9,03662.jpg
6,47,316,235,70,01029.jpg
37,43,217,178,34,06234.jpg
19,206,632,467,87,06209.jpg
12,9,646,387,169,05696.jpg
45,26,393,263,143,03587.jpg
204,227,627,511,27,02241.jpg
34,46,563,374,8,04197.jpg
139,148,473,333,29,07751.jpg
88,75,587,394,89,03520.jpg
13,104,356,243,74,06044.jpg
79,97,563,353,91,02455.jpg
1,143,636,343,36,04693.jpg
47,125,687,471,84,05598.jpg
142,72,367,235,180,06785.jpg
2,5,395,198,82,04525.jpg
124,130,372,269,127,06607.jpg
19,126,598,421,6,06538.jpg
27,104,588,446,190,05941.jpg
31,55,216,132,108,00945.jpg
673,981,4278,2553,56,03185.jpg
66,71,388,309,101,01777.jpg
139,60,745,465,95,04393.jpg
52,35,246,174,5,06388.jpg
365,181,1895,1185,99,02384.jpg
124,75,1069,673,168,04229.jpg
21,51,233,163,29,00490.jpg
49,177,388,318,175,01776.jpg
21,45,772,547,24,00770.jpg
150,102,877,444,2,03690.jpg
233,327,1141,713,26,01512.jpg
169,165,707,501,105,06237.jpg
17,74,579,435,44,05779.jpg
33,59,609,345,56,04002.jpg
156,1,1145,747,180,02477.jpg
39,24,498,242,43,01409.jpg
155,477,1950,1092,69,03062.jpg
19,21,425,265,190,00062.jpg
18,47,292,187,141,05510.jpg
37,22,472,337,44,06076.jpg
38,59,597,452,80,06738.jpg
91,93,449,300,51,05820.jpg
70,67,689,410,142,02413.jpg
88,233,956,620,164,01820.jpg
43,152,568,360,11,04857.jpg
24,98,573,352,194,01518.jpg
92,87,593,383,89,07947.jpg
86,131,507,384,79,02248.jpg
17,69,247,157,161,02076.jpg
358,128,551,273,169,03137.jpg
17,139,379,251,39,05278.jpg
13,71,417,242,24,07878.jpg
134,102,488,255,169,04659.jpg
13,23,293,187,68,05595.jpg
13,15,939,604,15,07646.jpg
1,12,137,94,88,01311.jpg
129,413,946,879,134,02595.jpg
29,53,284,194,175,04488.jpg
15,75,640,398,70,07406.jpg
1,1,365,264,117,05980.jpg
51,138,926,525,137,02463.jpg
16,434,1266,894,79,05214.jpg
36,122,3433,1518,167,03230.jpg
66,222,513,339,152,04765.jpg
42,51,617,438,184,03686.jpg
12,63,623,333,73,02783.jpg
79,136,913,635,144,02487.jpg
6,129,630,452,58,05446.jpg
44,158,568,371,84,06868.jpg
109,142,530,323,59,06883.jpg
9,51,635,414,152,00913.jpg
79,84,528,327,3,04816.jpg
17,54,288,189,13,01944.jpg
14,45,434,305,163,01596.jpg
128,185,901,623,19,01534.jpg
64,92,683,438,49,02798.jpg
31,113,411,295,122,04504.jpg
44,177,580,441,67,03656.jpg
4,6,261,99,129,06724.jpg
91,175,567,410,6,01911.jpg
24,35,620,438,133,00185.jpg
24,78,366,232,88,00401.jpg
59,43,253,171,188,05322.jpg
10,102,451,360,113,06967.jpg
24,53,241,151,69,03320.jpg
58,72,763,529,6,01012.jpg
41,313,1061,1333,112,06074.jpg
81,58,1550,1069,140,04491.jpg
48,170,589,404,44,07495.jpg
81,196,850,588,55,05740.jpg
3,73,211,148,107,00800.jpg
19,46,237,149,97,05768.jpg
28,144,464,356,117,07298.jpg
236,79,825,588,146,03089.jpg
15,20,630,477,64,06579.jpg
8,67,800,511,61,00968.jpg
244,433,1321,1075,98,01619.jpg
195,147,859,621,192,07634.jpg
42,95,404,301,52,07126.jpg
26,102,633,389,30,06919.jpg
23,65,637,307,116,04235.jpg
30,44,384,243,54,00626.jpg
70,54,387,191,69,01612.jpg
55,91,497,315,40,03603.jpg
60,411,1495,992,36,04814.jpg
23,56,620,429,119,02548.jpg
31,119,438,258,93,00207.jpg
279,258,1390,886,93,03395.jpg
61,58,269,148,134,06669.jpg
1,87,799,595,169,04934.jpg
63,81,590,410,81,01219.jpg
16,41,399,300,14,01403.jpg
12,137,540,368,166,08114.jpg
118,131,575,336,14,03547.jpg
59,224,915,708,169,01960.jpg
45,77,592,479,78,01559.jpg
47,49,321,202,195,01285.jpg
76,15,353,216,142,07207.jpg
7,26,250,122,138,02837.jpg
106,17,517,360,178,05039.jpg
16,6,203,151,15,06208.jpg
13,30,251,156,14,03838.jpg
171,176,2373,1751,170,00088.jpg
52,58,446,231,84,00624.jpg
45,114,557,373,75,04711.jpg
15,57,528,299,153,01090.jpg
1,329,3054,2242,149,03489.jpg
57,70,578,328,8,03589.jpg
162,466,1950,1202,120,07685.jpg
456,363,1433,905,96,04543.jpg
129,73,519,405,110,05246.jpg
645,281,3464,2572,145,06452.jpg
46,132,620,386,43,03175.jpg
60,169,588,467,120,02690.jpg
23,54,429,284,119,05383.jpg
13,35,250,153,3,07663.jpg
203,222,751,449,183,03044.jpg
71,64,425,328,99,00420.jpg
6,42,493,296,154,04515.jpg
24,51,239,167,65,04899.jpg
36,61,560,309,179,07743.jpg
30,32,593,296,12,00755.jpg
53,302,963,619,164,02833.jpg
21,30,468,320,196,04876.jpg
4,6,278,173,189,03989.jpg
80,36,426,282,130,02895.jpg
34,214,1567,979,153,02475.jpg
232,295,947,636,37,04527.jpg
39,84,994,656,127,01017.jpg
24,27,429,257,136,05296.jpg
66,79,224,168,190,03678.jpg
28,37,233,156,41,03299.jpg
195,268,1230,962,81,06137.jpg
113,69,509,315,49,07528.jpg
43,196,578,375,185,05666.jpg
57,118,441,316,81,05524.jpg
138,150,706,523,196,08141.jpg
64,121,365,261,19,02539.jpg
51,93,601,393,49,00011.jpg
48,123,708,480,138,08034.jpg
109,163,553,425,117,02226.jpg
105,447,1309,1019,170,04663.jpg
27,5,239,182,37,06214.jpg
197,55,520,217,96,03592.jpg
331,486,1212,917,159,01924.jpg
105,58,837,370,51,03104.jpg
17,30,405,278,48,02245.jpg
105,270,1292,996,192,03748.jpg
180,123,423,268,160,04016.jpg
13,153,626,391,75,02775.jpg
31,86,456,410,36,08048.jpg
69,191,722,430,50,06863.jpg
31,31,1543,1018,99,07291.jpg
3,60,499,289,117,00353.jpg
25,28,377,249,85,04389.jpg
205,192,617,352,168,02180.jpg
